Ticker,pct change,Industry,Sector,Full Time Emp,Year
AWR,17.63126491646779,Utilities,Utilities-Regulated Water,841,2018
HUBG,-29.619638521715665,Industrials,Integrated Freight & Logistics,5000,2018
USPH,25.793844650708348,Healthcare,Medical Care Facilities,3200,2018
CALM,-0.591016548463357,Consumer Defensive,Farm Products,3461,2018
LPI,-168.78453038674033,Energy,Oil & Gas E&P,280,2018
SFNC,-143.88727724823872,Financial Services,Banks-Regional,2904,2018
GPI,-48.80500758725342,Consumer Cyclical,Auto & Truck Dealerships,15296,2018
MED,45.04079347304432,Consumer Cyclical,Personal Services,550,2018
MMSI,16.771187959147106,Healthcare,Medical Instruments & Supplies,6000,2018
FFBC,-20.151770657672856,Financial Services,Banks-Regional,2065,2018
PTEN,-128.21256038647343,Energy,Oil & Gas Drilling,5800,2018
SBCF,0.8839354342813237,Financial Services,Banks-Regional,968,2018
CXW,-30.173864273696033,Real Estate,REIT-Specialty,14075,2018
SIG,-66.50928548945546,Consumer Cyclical,Luxury Goods,26126,2018
SMP,1.0943629981416503,Consumer Cyclical,Auto Parts,4200,2018
CMO,-23.08845577211396,Real Estate,REIT-Mortgage,14,2018
FBP,30.23255813953488,Financial Services,Banks-Regional,2674,2018
MLAB,32.093670521618115,Technology,Scientific & Technical Instruments,460,2018
UVV,11.357340720221604,Consumer Defensive,Tobacco,24000,2018
AAT,12.22305202887728,Real Estate,REIT-Diversified,199,2018
CHUY,-49.37993235625706,Consumer Cyclical,Restaurants,9000,2018
CSII,13.267813267813262,Healthcare,Medical Devices,779,2018
COOP,91.91945158526136,Financial Services,Mortgage Finance,9100,2018
FCPT,9.923664122137396,Real Estate,REIT-Hotel & Motel,361,2018
TMST,-85.24027459954235,Basic Materials,Steel,2055,2018
LPG,-31.04631217838764,Energy,Oil & Gas Midstream,585,2018
TISI,-16.040955631399314,Industrials,Specialty Business Services,5500,2018
LTC,1.679462571976974,Real Estate,REIT-Healthcare Facilities,22,2018
TNC,-29.341777010170805,Industrials,Specialty Industrial Machinery,4373,2018
CUB,-8.020096762188304,Industrials,Aerospace & Defense,6100,2018
BHE,-36.68555240793201,Technology,Electronic Components,10600,2018
ARI,-9.063625450180082,Real Estate,REIT-Mortgage,0,2018
SSTK,-22.910302693696195,Communication Services,Internet Content & Information,1116,2018
AEL,-18.110236220472437,Financial Services,Insurance-Life,608,2018
CAKE,-13.05447023672719,Consumer Cyclical,Restaurants,46250,2018
SBSI,-8.125984251968498,Financial Services,Banks-Regional,845,2018
IOSP,-16.256476683937823,Basic Materials,Specialty Chemicals,2000,2018
FN,51.646852465406354,Technology,Electronic Components,11506,2018
GPRE,-33.48588863463006,Basic Materials,Specialty Chemicals,820,2018
PRK,-23.62566215420835,Financial Services,Banks-Regional,1907,2018
TWI,-185.62231759656655,Industrials,Farm & Heavy Construction Machinery,6200,2018
MOV,3.2258064516129017,Consumer Cyclical,Luxury Goods,1145,2018
PRA,-34.861932938856015,Financial Services,Insurance-Property & Casualty,961,2018
DBI,18.90688259109311,Consumer Cyclical,Apparel Retail,15800,2018
ADC,18.572395128552095,Real Estate,REIT-Retail,41,2018
FDP,-67.35054828440043,Consumer Defensive,Farm Products,38000,2018
SNBR,-18.6259060825717,Consumer Cyclical,"Furnishings, Fixtures & Appliances",4000,2018
ZYXI,-64.96598639455782,Healthcare,Medical Devices,283,2018
SRDX,38.002539145154465,Healthcare,Diagnostics & Research,370,2018
SHOO,-52.676801057501656,Consumer Cyclical,Footwear & Accessories,2500,2018
PRLB,3.049915772674893,Industrials,Metal Fabrication,2535,2018
FELE,-5.6436567164178975,Industrials,Specialty Industrial Machinery,5500,2018
WNC,-97.47706422018348,Industrials,Farm & Heavy Construction Machinery,6900,2018
SBH,2.58064516129033,Consumer Cyclical,Specialty Retail,30000,2018
NWN,5.143896791266952,Utilities,Utilities-Regulated Gas,1200,2018
BBBY,-103.88692579505299,Consumer Cyclical,Specialty Retail,55000,2018
ONB,-12.337662337662339,Financial Services,Banks-Regional,2484,2018
HTLD,-23.98907103825137,Industrials,Trucking,4050,2018
WRE,-24.608695652173914,Real Estate,REIT-Office,125,2018
FOE,-50.0,Basic Materials,Specialty Chemicals,5922,2018
GPMT,4.381586245146992,Real Estate,REIT-Mortgage,0,2018
AGO,7.027168234064779,Financial Services,Insurance-Specialty,441,2018
INN,-59.1983556012333,Real Estate,REIT-Hotel & Motel,59,2018
NMIH,-2.8011204481792715,Financial Services,Insurance-Property & Casualty,261,2018
LOCO,33.75082399472643,Consumer Cyclical,Restaurants,5005,2018
MXL,-46.53409090909089,Technology,Semiconductors,697,2018
KELYA,-38.232421874999986,Industrials,Staffing & Employment Services,7700,2018
HNGR,16.20052770448548,Healthcare,Medical Care Facilities,4800,2018
PDFS,-62.27758007117438,Technology,Software-Application,353,2018
UFCS,21.749323715058612,Financial Services,Insurance-Property & Casualty,1173,2018
HMST,-38.718794159208656,Financial Services,Banks-Regional,999,2018
JBT,-58.40412198858097,Industrials,Specialty Industrial Machinery,6200,2018
STBA,-6.659619450317114,Financial Services,Banks-Regional,1201,2018
AEIS,-65.68832983927322,Industrials,Electrical Equipment & Parts,10917,2018
FCF,-19.784768211920532,Financial Services,Banks-Regional,1399,2018
CIR,-148.92018779342723,Industrials,Specialty Industrial Machinery,3200,2018
KLIC,-13.517513566847569,Technology,Semiconductor Equipment & Materials,2544,2018
KN,-14.500375657400449,Technology,Communication Equipment,8500,2018
CAL,-6.503772906934971,Consumer Cyclical,Footwear & Accessories,11400,2018
AIT,-36.72599184278829,Industrials,Industrial Distribution,6141,2018
SHAK,3.7648612945838855,Consumer Cyclical,Restaurants,7603,2018
DBD,-640.9638554216866,Technology,Software-Application,22000,2018
ABCB,-69.08746447742341,Financial Services,Banks-Regional,2656,2018
PRSC,-7.180939686771068,Healthcare,Medical Care Facilities,3800,2018
DCOM,-11.89634864546525,Financial Services,Banks-Regional,421,2018
AVD,-39.236339697169186,Basic Materials,Agricultural Inputs,671,2018
XHR,-29.069767441860467,Real Estate,REIT-Hotel & Motel,48,2018
BRKS,-6.569900687547742,Technology,Semiconductor Equipment & Materials,3159,2018
FLOW,-52.4326101249178,Industrials,Specialty Industrial Machinery,5000,2018
ATNI,17.013840346707674,Communication Services,Telecom Services,1700,2018
WRLD,-15.441032661842355,Financial Services,Credit Services,3744,2018
QNST,42.513863216266174,Communication Services,Advertising Agencies,592,2018
NPK,13.060212110845018,Industrials,Aerospace & Defense,919,2018
FIX,2.4725274725274686,Industrials,Engineering & Construction,12000,2018
INDB,-1.4791637035983387,Financial Services,Banks-Regional,1348,2018
MTSC,-29.205083478694238,Technology,Scientific & Technical Instruments,3500,2018
ADTN,-48.97579143389199,Technology,Communication Equipment,1790,2018
SCL,-5.9729729729729755,Basic Materials,Specialty Chemicals,2284,2018
TMP,-9.812025063324889,Financial Services,Banks-Regional,934,2018
CORT,-72.2679640718563,Healthcare,Biotechnology,206,2018
BELFB,-11.56351791530944,Technology,Electronic Components,6935,2018
ZUMZ,-8.242044861763162,Consumer Cyclical,Apparel Retail,2575,2018
FARO,-32.627952755905504,Technology,Scientific & Technical Instruments,1818,2018
SFBS,-33.10323187951052,Financial Services,Banks-Regional,496,2018
FHB,-28.387383385162135,Financial Services,Banks-Regional,2099,2018
MDP,-27.339237581825188,Communication Services,Publishing,5290,2018
SANM,-8.686616791354945,Technology,Electronic Components,30000,2018
STAR,-15.049073064340249,Real Estate,REIT-Diversified,155,2018
NEO,38.77874702616971,Healthcare,Diagnostics & Research,1700,2018
GTY,10.778646718803135,Real Estate,REIT-Retail,31,2018
PETS,-94.3250214961307,Healthcare,Pharmaceutical Retailers,214,2018
WGO,-87.73234200743495,Consumer Cyclical,Recreational Vehicles,5505,2018
NP,-53.59809911744738,Basic Materials,Paper & Paper Products,2324,2018
THRM,19.95997998999499,Consumer Cyclical,Auto Parts,11000,2018
QEP,-66.25222024866785,Energy,Oil & Gas E&P,248,2018
AROC,-24.165554072096135,Energy,Oil & Gas Equipment & Services,1700,2018
LPSN,36.638388123011666,Technology,Software-Application,1213,2018
DGII,-2.5768087215064397,Technology,Communication Equipment,656,2018
INVA,16.38968481375358,Healthcare,Biotechnology,5,2018
HCI,31.21432788821098,Financial Services,Insurance-Property & Casualty,413,2018
AIR,-8.382431708623447,Industrials,Aerospace & Defense,4200,2018
MYE,-38.98080741230973,Consumer Cyclical,Packaging & Containers,1640,2018
BOOT,-2.935995302407516,Consumer Cyclical,Apparel Retail,1100,2018
MCS,34.177215189873415,Communication Services,Entertainment,3465,2018
OII,-70.9090909090909,Energy,Oil & Gas Equipment & Services,9100,2018
EZPW,-52.652005174644245,Financial Services,Credit Services,6800,2018
ITGR,34.238132703907695,Healthcare,Medical Devices,8250,2018
NWBI,0.5312868949232578,Financial Services,Banks-Regional,2523,2018
HT,-5.758266818700123,Real Estate,REIT-Hotel & Motel,49,2018
MYGN,-26.866185070519442,Healthcare,Diagnostics & Research,2700,2018
FRGI,-23.79110251450677,Consumer Cyclical,Restaurants,10480,2018
ADUS,47.18621096051855,Healthcare,Medical Care Facilities,5002,2018
MHO,-53.853472882968624,Consumer Cyclical,Residential Construction,1401,2018
TPRE,-47.82157676348547,Financial Services,Insurance-Reinsurance,35,2018
COLB,-18.710388536786994,Financial Services,Banks-Regional,2162,2018
CYH,-100.35460992907804,Healthcare,Medical Care Facilities,63000,2018
RAVN,-6.521138436032052,Industrials,Specialty Industrial Machinery,1362,2018
LNTH,-46.96485623003195,Healthcare,Diagnostics & Research,508,2018
PRDO,-8.581436077057797,Consumer Defensive,Education & Training Services,2250,2018
CASH,-503.4038164002062,Financial Services,Banks-Regional,1015,2018
ARR,-14.195121951219514,Real Estate,REIT-Mortgage,0,2018
MNRO,17.81818181818182,Consumer Cyclical,Auto Parts,8184,2018
DHC,-47.8668941979522,Real Estate,REIT-Healthcare Facilities,0,2018
FLGT,-41.00946372239747,Healthcare,Diagnostics & Research,473,2018
LNN,7.31428571428572,Industrials,Farm & Heavy Construction Machinery,1125,2018
CUBI,-68.4065934065934,Financial Services,Banks-Regional,881,2018
M,12.860980523841508,Consumer Cyclical,Department Stores,123000,2018
SGH,-22.121212121212135,Technology,Semiconductors,1754,2018
FIZZ,-53.92225163717431,Consumer Defensive,Beverages-Non-Alcoholic,1550,2018
APEI,10.751932536893893,Consumer Defensive,Education & Training Services,1410,2018
FOSL,49.39605848696758,Consumer Cyclical,Luxury Goods,10200,2018
STC,-7.51207729468599,Financial Services,Insurance-Property & Casualty,5300,2018
PCRX,15.388191538819163,Healthcare,Drug Manufacturers-Specialty & Generic,606,2018
GNL,-4.086265607264465,Real Estate,REIT-Office,1,2018
JJSF,4.2534061830002114,Consumer Defensive,Packaged Foods,4100,2018
ABTX,-24.806919987642885,Financial Services,Banks-Regional,598,2018
CMTL,11.133935907970423,Technology,Communication Equipment,2034,2018
NTUS,8.75697913605642,Healthcare,Medical Devices,1484,2018
SNEX,-18.917441224712963,Financial Services,Capital Markets,2950,2018
DFIN,-52.88667141838916,Financial Services,Capital Markets,2900,2018
POWL,-30.3078768492603,Industrials,Electrical Equipment & Parts,1997,2018
MYRG,-20.269790557330495,Industrials,Engineering & Construction,7100,2018
AIN,-1.6338298894762182,Consumer Cyclical,Textile Manufacturing,4000,2018
PVAC,21.8645948945616,Energy,Oil & Gas E&P,94,2018
CSGS,-42.17815549260309,Technology,Software-Infrastructure,4339,2018
CHRS,-11.602209944751369,Healthcare,Biotechnology,306,2018
BRKL,-15.774240231548479,Financial Services,Banks-Regional,763,2018
CTB,-20.940303124033417,Consumer Cyclical,Auto Parts,8720,2018
PRAA,-46.69675830939679,Financial Services,Credit Services,3811,2018
UVE,22.46835443037975,Financial Services,Insurance-Property & Casualty,805,2018
CYTK,-45.56962025316454,Healthcare,Biotechnology,156,2018
PUMP,-51.623376623376615,Energy,Oil & Gas Equipment & Services,2200,2018
PAHC,-5.876865671641793,Healthcare,Drug Manufacturers-Specialty & Generic,1700,2018
VECO,-124.69635627530363,Technology,Semiconductor Equipment & Materials,954,2018
KALU,-23.462873782058445,Basic Materials,Aluminum,2585,2018
DEA,-32.844387755102034,Real Estate,REIT-Office,37,2018
PRFT,12.982929020664871,Technology,Information Technology Services,3454,2018
CAMP,-88.162951575711,Technology,Communication Equipment,1080,2018
SPXC,-11.567297393787927,Industrials,Specialty Industrial Machinery,4500,2018
ILPT,-2.084392475851533,Real Estate,REIT-Industrial,0,2018
CKH,-12.189189189189184,Energy,Oil & Gas Equipment & Services,2309,2018
BSIG,-42.041198501872664,Financial Services,Asset Management,54,2018
TALO,-96.87500000000001,Energy,Oil & Gas E&P,440,2018
EPRT,0.28901734104045623,Real Estate,REIT-Diversified,27,2018
ARLO,-45.82914572864322,Industrials,Security & Protection Services,358,2018
REZI,-0.38929440389293574,Industrials,Security & Protection Services,13000,2018
ACA,1.2639942217407056,Industrials,Infrastructure Operations,6275,2018
AX,-23.907863383637807,Financial Services,Banks-Regional,1108,2018
YETI,-13.477088948787062,Consumer Cyclical,Leisure,790,2018
LTHM,-33.62318840579711,Basic Materials,Specialty Chemicals,800,2018
